"model_id","moderator_label","eng","moderator_percentile","moderator_value","fit","lwr","upr"
"M5","CSO Repression",0.13915611814346,"90th",2.2074,0.838680462002672,0.575128366338403,0.970961118004615
"M5","CSO Repression",0.141884669479606,"90th",2.2074,0.842457671055874,0.570166704741762,0.974067878756839
"M5","CSO Repression",0.144613220815753,"90th",2.2074,0.846036678338511,0.572611674279813,0.976682812313129
"M5","CSO Repression",0.147341772151899,"90th",2.2074,0.849426163939791,0.576691706984643,0.979141635859882
"M5","CSO Repression",0.150070323488045,"90th",2.2074,0.852634660225198,0.569621206655298,0.981157724089915
"M5","CSO Repression",0.152798874824192,"90th",2.2074,0.855670512127429,0.565478276133399,0.983067463576279
"M5","CSO Repression",0.155527426160338,"90th",2.2074,0.858541846008657,0.564531487833003,0.984848572174259
"M5","CSO Repression",0.158255977496484,"90th",2.2074,0.861256545926071,0.560909404009519,0.986516792121868
"M5","CSO Repression",0.16098452883263,"90th",2.2074,0.863822236231966,0.552859190711234,0.98783137254666
"M5","CSO Repression",0.163713080168777,"90th",2.2074,0.866246269545196,0.549551416959312,0.989022455993321
"M5","CSO Repression",0.166441631504923,"90th",2.2074,0.868535719236269,0.543170825132954,0.990102947322703
"M5","CSO Repression",0.169170182841069,"90th",2.2074,0.870697375669848,0.540023541085364,0.991111596640932
"M5","CSO Repression",0.171898734177216,"90th",2.2074,0.872737745543472,0.531521677515663,0.99201877527524
"M5","CSO Repression",0.174627285513362,"90th",2.2074,0.87466305374871,0.528493919265086,0.992836089768216
"M5","CSO Repression",0.177355836849508,"90th",2.2074,0.876479247260179,0.525493780638708,0.993570249652344
"M5","CSO Repression",0.180084388185654,"90th",2.2074,0.878192000628884,0.522491792438488,0.994258055346148
"M5","CSO Repression",0.182812939521801,"90th",2.2074,0.879806722719441,0.519488202965277,0.994853018485705
"M5","CSO Repression",0.185541490857947,"90th",2.2074,0.881328564386448,0.515035357168254,0.995375712912722
"M5","CSO Repression",0.188270042194093,"90th",2.2074,0.882762426834085,0.504995573383684,0.995867166892372
"M5","CSO Repression",0.190998593530239,"90th",2.2074,0.88411297044562,0.494951577954535,0.99628853077992
"M5","CSO Repression",0.193727144866386,"90th",2.2074,0.885384623906415,0.484911540942465,0.996643601362017
"M5","CSO Repression",0.196455696202532,"90th",2.2074,0.886581593475967,0.474883619672786,0.99698874870807
"M5","CSO Repression",0.199184247538678,"90th",2.2074,0.887707872291878,0.464875932110411,0.997298499724409
"M5","CSO Repression",0.201912798874825,"90th",2.2074,0.888767249612117,0.458103534723554,0.997610492671175
