"run_id","profile","started_utc","r_version","platform","finished_utc","elapsed_seconds","status"
"20260830T224927.296946Z-pid99315","full","2026-08-30T22:49:27Z","4.4.2","x86_64-apple-darwin20","2026-08-30T22:51:14Z",106.925822973251,"PASS"
