"exhibit_id","model_id","estimator","term","estimate","std_error","p_value","N"
"C9","C9_02_W","survreg","lngdp",-0.024612907513586,0.0950692174801807,0.795716560847507,91
"C9","C9_02_W","survreg","eng_c:trade_c",-7.03422836369955,3.1253187335351,0.024403054484143,91
"C9","C9_02_W","survreg","I(eng_c^2):trade_c",7.92329669230405,82.7070760210876,0.923679812911201,91
"C9","C9_02_F","logistf","(Intercept)",-2.77120069949962,2.43227606613807,0.263627287602801,91
"C9","C9_02_F","logistf","eng_c",-4.86266072459923,9.25230703056079,0.613135122387655,91
"C9","C9_02_F","logistf","I(eng_c^2)",-82.8942600600403,199.617834534561,0.693827773446775,91
"C9","C9_02_F","logistf","trade_c",-0.319075111629206,0.239847839673155,0.188273190686146,91
"C9","C9_02_F","logistf","nonviolent_camp1",1.14735127478203,1.11046635066325,0.328193100327631,91
"C9","C9_02_F","logistf","REGCHANGE",0.515830087359554,0.962129199613779,0.607775402799156,91
"C9","C9_02_F","logistf","v2csreprss",0.763358896675185,0.252071078941215,0.0015325471895099,91
"C9","C9_02_F","logistf","lnlengthofcam",-0.504878749530487,0.467136914997305,0.296926515946988,91
"C9","C9_02_F","logistf","lnnum_image_sum",0.342899069802664,0.278690605640388,0.231403719024726,91
"C9","C9_02_F","logistf","lngdp",-0.0982555393685912,0.275124623047259,0.732407804007953,91
"C9","C9_02_F","logistf","eng_c:trade_c",25.5436998860885,9.44186835824882,0.00384372560883017,91
"C9","C9_02_F","logistf","I(eng_c^2):trade_c",-346.728486402303,176.080788268159,0.0660536758355201,91
"C9","C9_03_W","survreg","(Intercept)",0.757849724146139,1.43558341142377,0.597566210565582,44
"C9","C9_03_W","survreg","eng_c",1.59734681186016,4.61899970312998,0.729477288360838,44
"C9","C9_03_W","survreg","I(eng_c^2)",230.31030735701,115.279103441842,0.0457329712589761,44
"C9","C9_03_W","survreg","lnaid_c",-0.0655341461875748,0.132206933023034,0.620110519865413,44
"C9","C9_03_W","survreg","nonviolent_camp1",-0.252389505433393,0.442824839146564,0.568709331308637,44
"C9","C9_03_W","survreg","REGCHANGE",-0.680780368600596,0.77709966443225,0.381001308402592,44
"C9","C9_03_W","survreg","v2csreprss",-0.27791616592777,0.148576935193013,0.0614116076641803,44
"C9","C9_03_W","survreg","lnnum_image_sum",0.335563466717342,0.135089282771595,0.0129911248579619,44
"C9","C9_03_W","survreg","lngdp",-0.0736878629374303,0.145048136542679,0.611436858267448,44
"C9","C9_03_W","survreg","eng_c:lnaid_c",1.71913462131569,5.04648213517422,0.733359552114624,44
"C9","C9_03_W","survreg","I(eng_c^2):lnaid_c",-91.1931619912641,148.511029787527,0.539182446737507,44
"C9","C9_03_F","logistf","(Intercept)",-0.474855102268779,3.20726997075245,0.884661319037354,44
"C9","C9_03_F","logistf","eng_c",-2.41477264451563,9.7267044724577,0.810448213278114,44
"C9","C9_03_F","logistf","I(eng_c^2)",-233.055690465475,263.546931642446,0.379202427794946,44
"C9","C9_03_F","logistf","lnaid_c",0.231830985770983,0.29192662805353,0.435396348914279,44
"C9","C9_03_F","logistf","nonviolent_camp1",0.112814913448115,0.945961590580683,0.90700401685345,44
"C9","C9_03_F","logistf","REGCHANGE",1.0974997263252,1.21496782167225,0.38634792500857,44
"C9","C9_03_F","logistf","v2csreprss",0.549077565691457,0.328956580837031,0.0876793490893394,44
"C9","C9_03_F","logistf","lnlengthofcam",-0.750292589885204,0.57497558100243,0.18989716413367,44
"C9","C9_03_F","logistf","lnnum_image_sum",0.236388851553808,0.391969422949913,0.550344856356813,44
"C9","C9_03_F","logistf","lngdp",-0.128718792126967,0.36508161264172,0.729085047255632,44
"C9","C9_03_F","logistf","eng_c:lnaid_c",13.4742824812799,9.3296140368682,0.19129416048372,44
"C9","C9_03_F","logistf","I(eng_c^2):lnaid_c",-50.9352405636178,239.238116602471,0.840134959384927,44
"C9","C9_04_W","survreg","(Intercept)",0.601901842057745,1.69256847112783,0.722129304651777,44
"C9","C9_04_W","survreg","eng_c",3.77000491431542,4.55231767039803,0.407585178505623,44
"C9","C9_04_W","survreg","I(eng_c^2)",442.658345091866,139.488166604304,0.00150640248845207,44
"C9","C9_04_W","survreg","iodonor_c",0.121631619588837,0.0593145144209258,0.0403038192213236,44
"C9","C9_04_W","survreg","nonviolent_camp1",-0.26136903831476,0.440989954830501,0.553390605238826,44
"C9","C9_04_W","survreg","REGCHANGE",-0.464558957895078,0.523802647199999,0.375134396551103,44
"C9","C9_04_W","survreg","v2csreprss",-0.345495214397368,0.122095488876051,0.00465897498030951,44
"C9","C9_04_W","survreg","lnnum_image_sum",0.15719225985133,0.134067284158109,0.241001253048462,44
"C9","C9_04_W","survreg","lngdp",0.0325874951558338,0.1820406881878,0.857928160717976,44
"C9","C9_04_W","survreg","eng_c:iodonor_c",0.144232866429639,1.17691793440501,0.902462391286784,44
"C9","C9_04_W","survreg","I(eng_c^2):iodonor_c",-151.385325438873,50.4531706333761,0.00269526457667382,44
"C9","C9_04_F","logistf","(Intercept)",2.77543790382379,4.12925595305854,0.525485565236296,44
"C9","C9_04_F","logistf","eng_c",-12.8770759762326,13.0105268996333,0.553234303971138,44
"C9","C9_04_F","logistf","I(eng_c^2)",-678.441551285089,455.286381996934,0.258667770987225,44
"C9","C9_04_F","logistf","iodonor_c",-0.151173909845241,0.176957896074144,0.512971756552121,44
"C9","C9_04_F","logistf","nonviolent_camp1",-0.00743787547844083,1.07782514056602,0.994852081995453,44
"C9","C9_04_F","logistf","REGCHANGE",0.734425688650867,1.35693463856178,0.630200881233861,44
"C9","C9_04_F","logistf","v2csreprss",0.577844405242619,0.320842143191833,0.0882914855352445,44
"C9","C9_04_F","logistf","lnlengthofcam",-1.03210167231109,0.663864844834598,0.122708009354278,44
"C9","C9_04_F","logistf","lnnum_image_sum",0.312279326887721,0.359031361403666,0.394481290739535,44
"C9","C9_04_F","logistf","lngdp",-0.45474615586824,0.468506095141834,0.348399566306106,44
"C9","C9_04_F","logistf","eng_c:iodonor_c",9.10987907904245,3.8165893811697,0.0145383163882428,44
"C9","C9_04_F","logistf","I(eng_c^2):iodonor_c",102.607405342248,169.900204569334,0.676928150015506,44
