"panel","eng","fit","lwr","upr","reference_time","turning_point","turning_lo","turning_hi"
"M1: Weibull AFT",0.116911487758946,0.272397744555357,0.167971679508404,0.397865101434428,1.95555555555556,0.101483391456769,0.0829507559149583,0.120016026998579
"M1: Weibull AFT",0.120564971751413,0.26320199494399,0.162754953023295,0.38576600510786,1.95555555555556,0.101483391456769,0.0829507559149583,0.120016026998579
"M1: Weibull AFT",0.12421845574388,0.25244674370798,0.152686316106738,0.372911962773357,1.95555555555556,0.101483391456769,0.0829507559149583,0.120016026998579
"M1: Weibull AFT",0.127871939736347,0.240359563499961,0.143733026697195,0.364043156595594,1.95555555555556,0.101483391456769,0.0829507559149583,0.120016026998579
"M1: Weibull AFT",0.131525423728814,0.227195671676605,0.13118186224727,0.354752355141716,1.95555555555556,0.101483391456769,0.0829507559149583,0.120016026998579
"M1: Weibull AFT",0.135178907721281,0.213229155189453,0.11857214802468,0.334953202083409,1.95555555555556,0.101483391456769,0.0829507559149583,0.120016026998579
"M1: Weibull AFT",0.138832391713748,0.19874255949167,0.102895574222419,0.330164926383045,1.95555555555556,0.101483391456769,0.0829507559149583,0.120016026998579
"M1: Weibull AFT",0.142485875706215,0.184015626876974,0.0880788173983364,0.324928012936312,1.95555555555556,0.101483391456769,0.0829507559149583,0.120016026998579
"M1: Weibull AFT",0.146139359698682,0.169314198146198,0.0733668860786073,0.31675287390528,1.95555555555556,0.101483391456769,0.0829507559149583,0.120016026998579
"M1: Weibull AFT",0.149792843691149,0.154880316080998,0.0621693606135621,0.313394092851688,1.95555555555556,0.101483391456769,0.0829507559149583,0.120016026998579
"M1: Weibull AFT",0.153446327683616,0.140924388675224,0.0494736867182393,0.299900578835637,1.95555555555556,0.101483391456769,0.0829507559149583,0.120016026998579
"M1: Weibull AFT",0.157099811676083,0.127619945493248,0.0402895444467561,0.286946611765862,1.95555555555556,0.101483391456769,0.0829507559149583,0.120016026998579
"M1: Weibull AFT",0.16075329566855,0.115101145507058,0.0308684655181187,0.278818770227441,1.95555555555556,0.101483391456769,0.0829507559149583,0.120016026998579
"M1: Weibull AFT",0.164406779661017,0.103462857456077,0.0240350520227948,0.271267434496345,1.95555555555556,0.101483391456769,0.0829507559149583,0.120016026998579
"M1: Weibull AFT",0.168060263653484,0.0927628903217643,0.0181208860502032,0.268864803077071,1.95555555555556,0.101483391456769,0.0829507559149583,0.120016026998579
"M1: Weibull AFT",0.171713747645951,0.0830258196358476,0.013514648876635,0.262681936708234,1.95555555555556,0.101483391456769,0.0829507559149583,0.120016026998579
"M1: Weibull AFT",0.175367231638418,0.074247823703983,0.00928151237957346,0.259050136029817,1.95555555555556,0.101483391456769,0.0829507559149583,0.120016026998579
"M1: Weibull AFT",0.179020715630885,0.0664019869644086,0.00633913611090648,0.248285891184104,1.95555555555556,0.101483391456769,0.0829507559149583,0.120016026998579
"M1: Weibull AFT",0.182674199623353,0.0594436182123801,0.00449048019798236,0.250674295568481,1.95555555555556,0.101483391456769,0.0829507559149583,0.120016026998579
"M1: Weibull AFT",0.18632768361582,0.0533152461456757,0.00301881163054472,0.234698565048613,1.95555555555556,0.101483391456769,0.0829507559149583,0.120016026998579
"M1: Weibull AFT",0.189981167608287,0.0479510758314902,0.00195979825961931,0.218647833890532,1.95555555555556,0.101483391456769,0.0829507559149583,0.120016026998579
"M1: Weibull AFT",0.193634651600754,0.0432808033748535,0.00127334672896354,0.217497145272797,1.95555555555556,0.101483391456769,0.0829507559149583,0.120016026998579
"M1: Weibull AFT",0.197288135593221,0.0392327802368949,0.000861499232035601,0.216444777910772,1.95555555555556,0.101483391456769,0.0829507559149583,0.120016026998579
"M1: Weibull AFT",0.200941619585688,0.0357365816074129,0.000547181439052553,0.217167507563124,1.95555555555556,0.101483391456769,0.0829507559149583,0.120016026998579
"M1: Weibull AFT",0.204595103578155,0.0327250541204388,0.000342718033739221,0.215195813316585,1.95555555555556,0.101483391456769,0.0829507559149583,0.120016026998579
"M1: Weibull AFT",0.208248587570622,0.0301358919910114,0.00021141550252442,0.212527244198655,1.95555555555556,0.101483391456769,0.0829507559149583,0.120016026998579
"M1: Weibull AFT",0.211902071563089,0.0279127295613241,0.00013069284739629,0.211050206208817,1.95555555555556,0.101483391456769,0.0829507559149583,0.120016026998579
"M1: Weibull AFT",0.215555555555556,0.0260056842855603,7.97742431033836e-05,0.20759303908713,1.95555555555556,0.101483391456769,0.0829507559149583,0.120016026998579
"M4: Cox PH",0,0.000314956159021107,6.69819673171368e-07,0.137691566487875,1.46153846153846,0.134916186870713,0.0975331327144527,0.172299241026973
"M4: Cox PH",0.00320298945682637,0.000424284260360341,1.19558554856347e-06,0.139835813213693,1.46153846153846,0.134916186870713,0.0975331327144527,0.172299241026973
